[2025-04-12 15:14:39] Микрофон 0: Microphone (2- Vault)
[2025-04-12 15:14:39] Микрофон 1: Microphone (Vault)
[2025-04-12 15:14:39] [StartConnectionAsync] Подключение установлено. UserID: 4
[2025-04-12 15:14:44] [StartCallAsync] Начало вызова. Комната: 55, Caller: 4, Участники: 2
[2025-04-12 15:14:44] [VoiceClient] Запуск записи...
[2025-04-12 15:14:44] [StartRecording] Запуск записи...
[2025-04-12 15:14:44] [StartRecording] Запись началась!
[2025-04-12 15:14:44] [VoiceClient] Запись запущена.
[2025-04-12 15:15:08] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:08] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:09] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:09] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:09] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:09] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:09] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:09] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:09] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:09] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:09] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:09] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:10] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:10] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:10] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:10] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:10] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:10] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:10] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:10] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:10] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:10] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:11] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:11] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:11] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:11] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:11] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:11] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:11] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:11] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:11] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:11] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:12] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:12] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:12] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:12] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:12] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:12] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:12] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:12] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:12] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:12] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:13] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:13] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:13] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:13] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:13] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:13] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:13] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:13] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:13] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:13] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:14] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:14] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:14] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:14] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:14] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:14] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:14] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:14] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:14] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:14] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:15] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:15] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:15] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:15] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:15] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:15] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:15] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:15] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:15] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:15] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:16] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:16] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:16] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:16] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:16] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:16] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:16] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:16] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:16] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:16] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:17] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:17] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:17] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:17] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:17] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:17] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:17] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:17] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:17] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:17] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:18] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:18] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:18] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:18] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:18] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:18] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:18] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:18] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:18] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:18] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:19] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:19] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:19] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:19] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:19] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:19] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:19] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:19] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:19] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:19] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:20] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:20] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:20] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:20] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:20] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:20] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:20] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:20] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:20] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:20] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:21] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:21] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:21] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:21] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:21] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:21] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:21] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:21] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:21] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:21] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:22] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:22] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:22] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:22] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:22] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:22] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:22] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:22] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:22] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:22] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:23] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:23] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:23] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:23] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:23] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:23] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:23] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:23] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:23] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:23] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:24] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:24] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:24] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:24] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:24] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:24] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:24] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:24] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:24] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:24] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:25] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:25] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:25] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:25] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:25] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:25] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:25] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:25] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:25] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:25] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:26] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:26] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:26] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:26] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:26] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:26] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:26] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:26] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:26] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:26] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:27] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:27] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:27] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:27] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:27] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:27] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:27] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:27] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:27] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:27] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:28] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:28] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:28] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:28] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:28] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:28] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:28] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:28] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:28] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:28] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:29] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:29] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:29] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:29] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:29] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:29] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:29] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:29] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:29] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:29] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:30] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:30] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:30] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:30] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:30] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:30] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:30] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:30] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:30] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:30] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:31] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:31] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:31] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:31] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:31] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:31] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:31] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:31] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:31] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:31] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:32] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:32] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:32] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:32] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:32] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:32] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:32] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:32] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:32] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:32] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:33] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:33] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:33] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:33] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:33] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:33] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:33] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:33] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:33] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:33] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:34] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:34] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:34] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:34] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:34] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:34] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:34] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:34] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:34] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:34] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:35] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:35] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:35] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:35] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:35] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:35] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
[2025-04-12 15:15:35] [OnAudioData] Отправка 6404 байт с Id 4 на 147.45.175.135:5005
